repo_name,total_contributions,n_contributors_total,core_n,peripheral_n,core_peripheral_ratio,core_top_fraction
pybamm-team/git-practice,80,3,1,2,0.5,0.2
scikit-image/skimage-archive,176,3,1,2,0.5,0.2
conda/nsis-mirror,273,3,1,2,0.5,0.2
fortran-lang/registry,783,3,1,2,0.5,0.2
napari/napari-svg,32,3,1,2,0.5,0.2
QuantEcon/dp_text_website,14,3,1,2,0.5,0.2
arviz-devs/arviz-base,92,3,1,2,0.5,0.2
Blosc/blosc2_btune,261,3,1,2,0.5,0.2
fortran-lang/http-client,47,3,1,2,0.5,0.2
bokeh/dataviz-fundamentals,88,3,1,2,0.5,0.2
scientific-python/repo-review,4677,3,1,2,0.5,0.2
galaxyproject/galaxy-release-util,197,3,1,2,0.5,0.2
tardis-sn/stardis-benchmarks,30,3,1,2,0.5,0.2
openfheorg/openfhe-lattice-estimator,57,3,1,2,0.5,0.2
tardis-sn/carsus-data-cmfgen,13,3,1,2,0.5,0.2
SciML/NeuralLyapunov.jl,933,3,1,2,0.5,0.2
Open-MBEE/SysML-v2-Applications-and-Examples,9,3,1,2,0.5,0.2
arviz-devs/arviz-stats,158,3,1,2,0.5,0.2
scientific-python/action-check-changelogfile,27,3,1,2,0.5,0.2
arviz-devs/ArviZPythonPlots.jl,1040,3,1,2,0.5,0.2
Blosc/blosc2_plugin_example,126,3,1,2,0.5,0.2
pangeo-data/bids2023_codesprint,5,3,1,2,0.5,0.2
arviz-devs/PosteriorStats.jl,238,3,1,2,0.5,0.2
QuantEcon/dse_2023,66,3,1,2,0.5,0.2
Open-MBEE/flexo-graphql,81,3,1,2,0.5,0.2
QuantEcon/project.lecture-mojo,66,3,1,2,0.5,0.2
jupyter/docs-team-compass,35,3,1,2,0.5,0.2
napari/napari-plugin-template,20,3,1,2,0.5,0.2
MDAnalysis/MDAnalysisData,58,3,1,2,0.5,0.2
scverse/shadows,73,3,1,2,0.5,0.2
Open-MBEE/.github,23,3,1,2,0.5,0.2
spyder-ide/lektor-icon,32,3,1,2,0.5,0.2
Open-MBEE/flexo-mms-store-service,83,3,1,2,0.5,0.2
Open-MBEE/flexo-mms-auth-service,89,3,1,2,0.5,0.2
FEniCS/ufl-legacy,12,3,1,2,0.5,0.2
JuliaLang/AllocCheck.jl,132,3,1,2,0.5,0.2
yt-project/yt_experiments,101,3,1,2,0.5,0.2
tardis-sn/tardis-regression-data,53,3,1,2,0.5,0.2
ropensci/GLMMcosinor,221,3,1,2,0.5,0.2
QuantEcon/lecture-dps,43,3,1,2,0.5,0.2
QuantEcon/lecture-eqm,44,3,1,2,0.5,0.2
QuantEcon/lecture-tools-techniques,69,3,1,2,0.5,0.2
jump-dev/Hypatia.jl,21,3,1,2,0.5,0.2
QuantEcon/book-networks-public,25,3,1,2,0.5,0.2
SciML/FiniteVolumeMethod.jl,445,3,1,2,0.5,0.2
SciML/FiniteVolumeMethod1D.jl,46,3,1,2,0.5,0.2
SciML/SimpleOptimization.jl,59,3,1,2,0.5,0.2
scverse/benchmark,306,3,1,2,0.5,0.2
spyder-ide/langchain-provider,53,3,1,2,0.5,0.2
econ-ark/econ-ark-intro,10,3,1,2,0.5,0.2
SciML/SurrogatesBase.jl,194,3,1,2,0.5,0.2
SciML/BaseModelica.jl,214,3,1,2,0.5,0.2
scverse/plotting_api,81,3,1,2,0.5,0.2
SciML/SymbolicLimits.jl,122,3,1,2,0.5,0.2
Blosc/leaps-examples,103,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKFastBilateral,12,3,1,2,0.5,0.2
sgkit-dev/bio2zarr,591,3,1,2,0.5,0.2
ropensci/fellingdater,203,3,1,2,0.5,0.2
SciML/FiniteStateProjection.jl,216,3,1,2,0.5,0.2
MDAnalysis/MDAnalysisWorkshop-Intro1Day,136,3,1,2,0.5,0.2
pangeo-data/geo-open-hack-2024,90,3,1,2,0.5,0.2
JuliaLang/devguide.julialang.org,7,3,1,2,0.5,0.2
scientific-python/MeeseeksDev,7,3,1,2,0.5,0.2
ropensci/mregions2,35,3,1,2,0.5,0.2
pybamm-team/pybamm-eis,32,3,1,2,0.5,0.2
SciML/CatalystNetworkAnalysis.jl,97,3,1,2,0.5,0.2
InsightSoftwareConsortium/ITKAnalyzeObjectMap,29,3,1,2,0.5,0.2
astropy/repo_stats,178,3,1,2,0.5,0.2
scikit-image/euroscipy24-tutorial,60,3,1,2,0.5,0.2
pangeo-data/egi2024-demo,21,3,1,2,0.5,0.2
spyder-ide/spyder-api-docs,92,3,1,2,0.5,0.2
lfortran/lfortran-lsp,136,3,1,2,0.5,0.2
QuantEcon/ra-training-repo,16,3,1,2,0.5,0.2
astropy/quantity-2.0,21,3,1,2,0.5,0.2
napari/weather-report,69,3,1,2,0.5,0.2
zarr-developers/pydantic-zarr,7,3,1,2,0.5,0.2
pymc-devs/pymc-extras,9,3,1,2,0.5,0.2
scikit-learn/scikit-learn-benchmarks,1230,2,1,1,1.0,0.2
ropensci/tic,1329,2,1,1,1.0,0.2
numpy/devdocs,2730,2,1,1,1.0,0.2
numpy/neps,2742,2,1,1,1.0,0.2
numpy/numpy-readthedocs-redirect,2,2,1,1,1.0,0.2
numpy/numpy.github.com,183,2,1,1,1.0,0.2
napari/napari-plugin-engine,98,2,1,1,1.0,0.2
scipy/devdocs,3027,2,1,1,1.0,0.2
sunpy/ablog,5822,2,1,1,1.0,0.2
napari/superqt,83,2,1,1,1.0,0.2
gnu-octave/octave,7374,2,1,1,1.0,0.2
OSGeo/gdal-docs,2152,2,1,1,1.0,0.2
sympy/sympy_doc,1377,2,1,1,1.0,0.2
econ-ark/QuARK,10,2,1,1,1.0,0.2
OSGeo/shapelib,244,2,1,1,1.0,0.2
ropensci/osmdata,481,2,1,1,1.0,0.2
ropensci/terrainr,503,2,1,1,1.0,0.2
ropensci/targets,2419,2,1,1,1.0,0.2
sunpy/sunpy-figure-tests,115,2,1,1,1.0,0.2
scikit-learn/communication,2,2,1,1,1.0,0.2
SciML/GalacticOptim.jl,428,2,1,1,1.0,0.2
ropensci/taxize,43,2,1,1,1.0,0.2
ropensci/rsat,38,2,1,1,1.0,0.2
galaxyproject/SARS-CoV-2,67,2,1,1,1.0,0.2
WorldWideTelescope/wwt-windows-client,171,2,1,1,1.0,0.2
pydata/conf_site,57464,2,1,1,1.0,0.2
gnu-octave/docker,91,2,1,1,1.0,0.2
OSGeo/PROJ-data,105,2,1,1,1.0,0.2
ropensci/webchem,200,2,1,1,1.0,0.2
gnu-octave/octave-buildbot,47,2,1,1,1.0,0.2
scientific-python/api-dispatch,4,2,1,1,1.0,0.2
spyder-ide/spyder-kernels,870,2,1,1,1.0,0.2
spyder-ide/spyder-unittest,194,2,1,1,1.0,0.2
nipy/PySurfer,8,2,1,1,1.0,0.2
ropensci/essurvey,11,2,1,1,1.0,0.2
scientific-python/.github,3,2,1,1,1.0,0.2
astropy/nbcollection,28,2,1,1,1.0,0.2
FEniCS/performance-test-results,377,2,1,1,1.0,0.2
pydata/numexpr,185,2,1,1,1.0,0.2
ropensci/rerddap,25,2,1,1,1.0,0.2
ropensci/tarchetypes,299,2,1,1,1.0,0.2
ropensci/taxlist,195,2,1,1,1.0,0.2
ropensci/nasapower,681,2,1,1,1.0,0.2
scikit-image/boilerplate-utils,9,2,1,1,1.0,0.2
scientific-python/scientific-python.org-deployed,11,2,1,1,1.0,0.2
ropensci/qualtRics,86,2,1,1,1.0,0.2
ropensci/gittargets,40,2,1,1,1.0,0.2
networkx/documentation,1023,2,1,1,1.0,0.2
jump-dev/MutableArithmetics.jl,2701,2,1,1,1.0,0.2
arviz-devs/xarray-einstats,106,2,1,1,1.0,0.2
SciML/diffeqpy,91,2,1,1,1.0,0.2
OSGeo/grass-promo,16,2,1,1,1.0,0.2
ropensci/chirps,188,2,1,1,1.0,0.2
Cantera/pypi-packages,190,2,1,1,1.0,0.2
ropensci/rgbif,9305,2,1,1,1.0,0.2
WorldWideTelescope/wwt_data_formats,254,2,1,1,1.0,0.2
WorldWideTelescope/toasty,447,2,1,1,1.0,0.2
WorldWideTelescope/pywwt,965,2,1,1,1.0,0.2
galaxyproject/galaxy-language-server,354,2,1,1,1.0,0.2
Open-MBEE/mmsri,164,2,1,1,1.0,0.2
matplotlib/matplotview,128,2,1,1,1.0,0.2
jupyter/enterprise_gateway,18,2,1,1,1.0,0.2
Open-MBEE/confluence-mdk,12,2,1,1,1.0,0.2
spyder-ide/windows-installer-assets,24,2,1,1,1.0,0.2
astropy/ccd-reduction-and-photometry-guide,160,2,1,1,1.0,0.2
sunpy/sample-data,27,2,1,1,1.0,0.2
cupy/pip.cupy.dev,21,2,1,1,1.0,0.2
ropensci/rdataretriever,27,2,1,1,1.0,0.2
ropensci/git2rdata,187,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKThinShellDemons,35,2,1,1,1.0,0.2
dask/dask-sphinx-theme,16,2,1,1,1.0,0.2
ropensci/rmangal,45,2,1,1,1.0,0.2
jump-dev/GLPK.jl,681,2,1,1,1.0,0.2
spyder-ide/spyder-terminal,54,2,1,1,1.0,0.2
ropensci/rsnps,228,2,1,1,1.0,0.2
ropensci/awardFindR,48,2,1,1,1.0,0.2
spyder-ide/community,2,2,1,1,1.0,0.2
QuantEcon/continuous_time_mcs,13,2,1,1,1.0,0.2
jump-dev/ECOS.jl,347,2,1,1,1.0,0.2
ropensci/RNeXML,36,2,1,1,1.0,0.2
jump-dev/Ipopt.jl,631,2,1,1,1.0,0.2
ropensci/parzer,9,2,1,1,1.0,0.2
ropensci/plater,21,2,1,1,1.0,0.2
numpy/user-survey-2020-details,28,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKVkFFTBackend,114,2,1,1,1.0,0.2
MDAnalysis/benchmarks,566,2,1,1,1.0,0.2
ropensci/osmextract,635,2,1,1,1.0,0.2
pydata/bottleneck,4009,2,1,1,1.0,0.2
ropensci/tinkr,1086,2,1,1,1.0,0.2
ropensci/piggyback,278,2,1,1,1.0,0.2
scipy/HiGHS,3325,2,1,1,1.0,0.2
scientific-python/scientific-python-archive,56,2,1,1,1.0,0.2
WorldWideTelescope/wwt-web-client,110,2,1,1,1.0,0.2
jupyter/jupyter-packaging,127,2,1,1,1.0,0.2
nteract/markdown,7,2,1,1,1.0,0.2
stan-dev/httpstan,40,2,1,1,1.0,0.2
stan-dev/httpstan-wheels,29,2,1,1,1.0,0.2
pangeo-data/openoceancloud,3,2,1,1,1.0,0.2
stan-dev/pystan,48,2,1,1,1.0,0.2
ropensci/wdman,44,2,1,1,1.0,0.2
jump-dev/Clp.jl,275,2,1,1,1.0,0.2
ropensci/binman,9,2,1,1,1.0,0.2
QuantEcon/GameTheory.jl,138,2,1,1,1.0,0.2
astropy/astrowidgets,43,2,1,1,1.0,0.2
Cantera/cantera-jupyter,192,2,1,1,1.0,0.2
zarr-developers/gsoc,22,2,1,1,1.0,0.2
jump-dev/CSDP.jl,50,2,1,1,1.0,0.2
Open-MBEE/perseverance-modelica,104,2,1,1,1.0,0.2
ropensci/vcr,546,2,1,1,1.0,0.2
ropensci/git2r,176,2,1,1,1.0,0.2
ropensci/MODIStsp,75,2,1,1,1.0,0.2
ropensci/RSelenium,13,2,1,1,1.0,0.2
ropensci/weathercan,152,2,1,1,1.0,0.2
jump-dev/SDPT3.jl,5,2,1,1,1.0,0.2
jump-dev/ComplexOptInterface.jl,17,2,1,1,1.0,0.2
jump-dev/MatrixOptInterface.jl,9,2,1,1,1.0,0.2
networkx/networkx.github.io,67,2,1,1,1.0,0.2
jump-dev/SDPA.jl,67,2,1,1,1.0,0.2
jump-dev/MosekTools.jl,75,2,1,1,1.0,0.2
jump-dev/SeDuMi.jl,13,2,1,1,1.0,0.2
jump-dev/Penopt.jl,10,2,1,1,1.0,0.2
jump-dev/DSDP.jl,62,2,1,1,1.0,0.2
jump-dev/SDPNAL.jl,6,2,1,1,1.0,0.2
jump-dev/Pavito.jl,15,2,1,1,1.0,0.2
ropensci/mregions,45,2,1,1,1.0,0.2
jump-dev/PolyJuMP.jl,198,2,1,1,1.0,0.2
jump-dev/SumOfSquares.jl,820,2,1,1,1.0,0.2
jupyter/jupyter_console,65,2,1,1,1.0,0.2
numpy/numpy-financial,200,2,1,1,1.0,0.2
nteract/create-nteract-app,11,2,1,1,1.0,0.2
scverse/scvi-tools-skeleton,14,2,1,1,1.0,0.2
jump-dev/BARON.jl,204,2,1,1,1.0,0.2
ropensci/universe,60,2,1,1,1.0,0.2
econ-ark/KrusellSmith,8,2,1,1,1.0,0.2
ropensci/FedData,189,2,1,1,1.0,0.2
matplotlib/matplotlib.org,79,2,1,1,1.0,0.2
astropy/pytest-astropy-header,29,2,1,1,1.0,0.2
ropensci/lightr,317,2,1,1,1.0,0.2
scipy/boost-headers-only,11,2,1,1,1.0,0.2
matplotlib/matplotblog,5,2,1,1,1.0,0.2
Cantera/cantera-windows-binaries,15,2,1,1,1.0,0.2
Cantera/cantera-macos-pkg,22,2,1,1,1.0,0.2
ropensci/iheatmapr,25,2,1,1,1.0,0.2
tardis-sn/carsus-refdata,9,2,1,1,1.0,0.2
pydata/pydata-google-auth,24,2,1,1,1.0,0.2
galaxyproject/tiaas2,632,2,1,1,1.0,0.2
dask/dask-cloudprovider,60,2,1,1,1.0,0.2
QuantEcon/cbc_workshops,39,2,1,1,1.0,0.2
ropensci/jagstargets,66,2,1,1,1.0,0.2
ropensci/occCite,91,2,1,1,1.0,0.2
Blosc/python-blosc,64,2,1,1,1.0,0.2
ropensci/MODISTools,19,2,1,1,1.0,0.2
scverse/.github,3,2,1,1,1.0,0.2
yt-project/answer-store,16,2,1,1,1.0,0.2
galaxyproject/ansible-cvmfs,68,2,1,1,1.0,0.2
openfheorg/openfhe-configurator,55,2,1,1,1.0,0.2
pangeo-data/rechunker,140,2,1,1,1.0,0.2
InsightSoftwareConsortium/itk-viewer-transfer-function-editor,224,2,1,1,1.0,0.2
yt-project/yt-4.0-paper,1685,2,1,1,1.0,0.2
InsightSoftwareConsortium/napari-itk-io,16,2,1,1,1.0,0.2
nteract/hydrogen,522,2,1,1,1.0,0.2
econ-ark/HARK-make,24,2,1,1,1.0,0.2
astropy/conda-channel-astropy,6,2,1,1,1.0,0.2
nteract/mathjax,5,2,1,1,1.0,0.2
ropensci/taxadb,47,2,1,1,1.0,0.2
Open-MBEE/apv,8,2,1,1,1.0,0.2
ropensci/tidync,50,2,1,1,1.0,0.2
SciML/.github,426,2,1,1,1.0,0.2
JuliaLang/DelimitedFiles.jl,8,2,1,1,1.0,0.2
pymc-devs/.github,2,2,1,1,1.0,0.2
econ-ark/econ-ark-tools,3330,2,1,1,1.0,0.2
zarr-developers/tutorials,3,2,1,1,1.0,0.2
zarr-developers/governance,71,2,1,1,1.0,0.2
fortran-lang/vscode-fortran-support,7953,2,1,1,1.0,0.2
ropensci/EML,6,2,1,1,1.0,0.2
pymc-devs/video-timestamps,66,2,1,1,1.0,0.2
ropensci/ReLTER,602,2,1,1,1.0,0.2
tardis-sn/tardis-con,11,2,1,1,1.0,0.2
Cantera/api-docs,17,2,1,1,1.0,0.2
ropensci/unifir,55,2,1,1,1.0,0.2
ropensci/osfr,86,2,1,1,1.0,0.2
zarr-developers/community,5,2,1,1,1.0,0.2
scipy/scipy-ci-artifacts,2,2,1,1,1.0,0.2
jump-dev/benchmarks,210,2,1,1,1.0,0.2
pybamm-team/casadi-vcpkg-registry,20,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKBSplineGradient,86,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKIOMeshSWC,47,2,1,1,1.0,0.2
Cantera/cantera-papers,92,2,1,1,1.0,0.2
Open-MBEE/mms5-layer0-dashboard,12,2,1,1,1.0,0.2
ropensci/phylotaR,45,2,1,1,1.0,0.2
ropensci/rnoaa,18,2,1,1,1.0,0.2
astropy/astropy-helpers,233,2,1,1,1.0,0.2
zarr-developers/zeps,169,2,1,1,1.0,0.2
InsightSoftwareConsortium/itkAnalyzeObjectMap,4,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKGenericLabelInterpolator,12,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKIOOpenSlide,3,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKIOTransformDCMTK,5,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKMeshNoise,5,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKPerformanceBenchmarking,6,2,1,1,1.0,0.2
jupyter/.github,4,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKSkullStrip,5,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKSubdivisionQuadEdgeMeshFilter,5,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKVariationalRegistration,7,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKTwoProjectionRegistration,8,2,1,1,1.0,0.2
SciML/DiffEqDevDocs.jl,262,2,1,1,1.0,0.2
ropensci/rdryad,13,2,1,1,1.0,0.2
galaxyproject/ansible-nginx,7,2,1,1,1.0,0.2
ropensci/datapack,89,2,1,1,1.0,0.2
gnu-octave/statistics,1972,2,1,1,1.0,0.2
MDAnalysis/cookiecutter-mda,36,2,1,1,1.0,0.2
dask/dask-benchmarks,6,2,1,1,1.0,0.2
galaxyproject/starforge,2,2,1,1,1.0,0.2
ropensci/tidyqpcr,17,2,1,1,1.0,0.2
Blosc/hdf5-blosc,14,2,1,1,1.0,0.2
ropensci/cyphr,10,2,1,1,1.0,0.2
pydata/xarray-data,9,2,1,1,1.0,0.2
pangeo-data/swot_adac_ogcms,26,2,1,1,1.0,0.2
spyder-ide/action-close-duplicate-issues,17,2,1,1,1.0,0.2
QuantEcon/lecture-datascience.notebooks,19,2,1,1,1.0,0.2
ropensci/dataaimsr,37,2,1,1,1.0,0.2
Open-MBEE/mms3-to-mms4-json,29,2,1,1,1.0,0.2
tardis-sn/dalek,10,2,1,1,1.0,0.2
Open-MBEE/mtip-cameo,16,2,1,1,1.0,0.2
napari/app-model,36,2,1,1,1.0,0.2
ropensci/RefManageR,84,2,1,1,1.0,0.2
JuliaLang/rr,13569,2,1,1,1.0,0.2
econ-ark/SolvingMicroDSOPs,69,2,1,1,1.0,0.2
arviz-devs/Exploratory-Analysis-of-Bayesian-Models,116,2,1,1,1.0,0.2
jump-dev/SolverTests,14,2,1,1,1.0,0.2
SciML/DiffEqUncertainty.jl,63,2,1,1,1.0,0.2
MDAnalysis/mdakits-whitepaper,59,2,1,1,1.0,0.2
spyder-ide/env-manager,53,2,1,1,1.0,0.2
stan-dev/posteriordb,155,2,1,1,1.0,0.2
stan-dev/posteriordb-r,65,2,1,1,1.0,0.2
spyder-ide/spyder-env-manager,86,2,1,1,1.0,0.2
pydata/summit.dask.org,47,2,1,1,1.0,0.2
astropy/halotools,300,2,1,1,1.0,0.2
nteract/testbook,5,2,1,1,1.0,0.2
MDAnalysis/get-latest-python-version,14,2,1,1,1.0,0.2
MDAnalysis/install-mdanalysis,65,2,1,1,1.0,0.2
arviz-devs/arviz_example_data,9,2,1,1,1.0,0.2
ropensci/charlatan,398,2,1,1,1.0,0.2
lfortran/wasm_builds,2235,2,1,1,1.0,0.2
ropensci/drake,36,2,1,1,1.0,0.2
ropensci/patentsview,66,2,1,1,1.0,0.2
ropensci/webmockr,236,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKFPFH,23,2,1,1,1.0,0.2
SciML/DiffEqDiagrams.jl,12,2,1,1,1.0,0.2
spyder-ide/spyder-notebook,194,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKRANSAC,82,2,1,1,1.0,0.2
napari/in-n-out,16,2,1,1,1.0,0.2
spyder-ide/qtsass,34,2,1,1,1.0,0.2
astropy/astropy-figure-tests,58,2,1,1,1.0,0.2
WorldWideTelescope/wwt-jupyterlab,78,2,1,1,1.0,0.2
pybamm-team/pybamm-validation,51,2,1,1,1.0,0.2
ropensci/hoardr,17,2,1,1,1.0,0.2
ropensci/natserv,3,2,1,1,1.0,0.2
ropensci/traits,30,2,1,1,1.0,0.2
ropensci/rvertnet,43,2,1,1,1.0,0.2
ropensci/taxizedb,29,2,1,1,1.0,0.2
arviz-devs/ArviZGen.jl,6,2,1,1,1.0,0.2
lfortran/pull_request_preview,62,2,1,1,1.0,0.2
ropensci/AntWeb,3,2,1,1,1.0,0.2
ropensci/medrxivr,46,2,1,1,1.0,0.2
openfheorg/cereal,8,2,1,1,1.0,0.2
stan-dev/connect22-space-time,65,2,1,1,1.0,0.2
bokeh/badges,33,2,1,1,1.0,0.2
ropensci/jsonvalidate,35,2,1,1,1.0,0.2
galaxyproject/awesome-galaxy,3,2,1,1,1.0,0.2
ropensci/canaper,112,2,1,1,1.0,0.2
ropensci/exoplanets,13,2,1,1,1.0,0.2
fortran-lang/fpm-metadata,9,2,1,1,1.0,0.2
ropensci/melt,171,2,1,1,1.0,0.2
fortran-lang/assets,23,2,1,1,1.0,0.2
ropensci/tokenizers,12,2,1,1,1.0,0.2
scientific-python/scientific-python.org-blobs,5,2,1,1,1.0,0.2
astropy/astroplan,105,2,1,1,1.0,0.2
ropensci/elastic,2,2,1,1,1.0,0.2
numpy/.github,6,2,1,1,1.0,0.2
astropy/pytest-remotedata,57,2,1,1,1.0,0.2
galaxyproject/ansible-pulsar,4,2,1,1,1.0,0.2
ipython/ipython.github.com,4,2,1,1,1.0,0.2
scientific-python/dev.py,29,2,1,1,1.0,0.2
jupyter/jupytercon2023,9,2,1,1,1.0,0.2
scikit-learn/sklearn-pypi-package,36,2,1,1,1.0,0.2
pybamm-team/BPX,71,2,1,1,1.0,0.2
spyder-ide/binder-environments,69,2,1,1,1.0,0.2
bokeh/bokeh-notebooks,2,2,1,1,1.0,0.2
ropensci/daiquiri,100,2,1,1,1.0,0.2
InsightSoftwareConsortium/ITKPerformanceVisualization,158,2,1,1,1.0,0.2
galaxyproject/ansible-postgresql-objects,17,2,1,1,1.0,0.2
mlpack/mlpack4_joss,56,2,1,1,1.0,0.2
bokeh/demo.bokeh.org,16,2,1,1,1.0,0.2
ropensci/spocc,40,2,1,1,1.0,0.2
ropensci/robotstxt,40,2,1,1,1.0,0.2
ropensci/npi,78,2,1,1,1.0,0.2
scientific-python/devpy,66,2,1,1,1.0,0.2
galaxyproject/new_user_welcome,5,2,1,1,1.0,0.2
pymc-devs/aesara,36,2,1,1,1.0,0.2
fortran-lang/talks,43,2,1,1,1.0,0.2
gnu-octave/pkg-octave-doc,176,2,1,1,1.0,0.2
zarr-developers/outreachy,10,2,1,1,1.0,0.2
ropensci/ckanr,37,2,1,1,1.0,0.2
spyder-ide/envs-manager,42,2,1,1,1.0,0.2
astropy/astropy-integration-testing,22,2,1,1,1.0,0.2
astropy/pytest-filter-subpackage,66,2,1,1,1.0,0.2
ropensci/dynamite,874,2,1,1,1.0,0.2
galaxyproject/jxtx,200,2,1,1,1.0,0.2
Blosc/blosc2-htj2k,13,2,1,1,1.0,0.2
SciML/diffeqr,57,2,1,1,1.0,0.2
JuliaLang/devcontainer-features,34,2,1,1,1.0,0.2
ropensci/dbparser,727,2,1,1,1.0,0.2
InsightSoftwareConsortium/xstate-lit,55,2,1,1,1.0,0.2
Open-MBEE/mms-doc-convert,24,2,1,1,1.0,0.2
Open-MBEE/mms5-consul,3,2,1,1,1.0,0.2
Open-MBEE/mms5-ontology,3,2,1,1,1.0,0.2
MDAnalysis/hole2,25,2,1,1,1.0,0.2
econ-ark/CGMPortfolio,11,2,1,1,1.0,0.2
QuantEcon/high_dim_data,14,2,1,1,1.0,0.2
nipy/nipy.github.com,4,2,1,1,1.0,0.2
SciML/PDESystemLibrary.jl,148,2,1,1,1.0,0.2
econ-ark/BufferStock-LifeCycle,10,2,1,1,1.0,0.2
ropensci/rb3,52,2,1,1,1.0,0.2
gammapy/icrc2023-gammapy-contribution,6,2,1,1,1.0,0.2
sympy/scipy-2023-tutorial,84,2,1,1,1.0,0.2
InsightSoftwareConsortium/GetYourBrainTogether,114,2,1,1,1.0,0.2
jump-dev/GSOC2023,5,2,1,1,1.0,0.2
ropensci/rnaturalearthhires,39,2,1,1,1.0,0.2
ropensci/rnaturalearthdata,54,2,1,1,1.0,0.2
WorldWideTelescope/.github,10,2,1,1,1.0,0.2
ropensci/tsbox,35,2,1,1,1.0,0.2
SciML/HelicopterSciML.jl,64,2,1,1,1.0,0.2
econ-ark/BlanchardPA2019,11,2,1,1,1.0,0.2
gammapy/gammapy-recipes,127,2,1,1,1.0,0.2
WorldWideTelescope/wwt_api_client,300,2,1,1,1.0,0.2
ropensci/predictNMB,81,2,1,1,1.0,0.2
galaxyproject/ansible-slurm,11,2,1,1,1.0,0.2
ropensci/onekp,3,2,1,1,1.0,0.2
JuliaLang/Precompiler.jl,13,2,1,1,1.0,0.2
pymc-devs/design-notes,8,2,1,1,1.0,0.2
jupyter/design,3,2,1,1,1.0,0.2
tardis-sn/tardis-con23,9,2,1,1,1.0,0.2
QuantEcon/project.lecture-wasm,6,2,1,1,1.0,0.2
zarr-developers/jzarr,46,2,1,1,1.0,0.2
ropensci/dwctaxon,68,2,1,1,1.0,0.2
ropensci/BaseSet,93,2,1,1,1.0,0.2
scientific-python/pytest-doctestplus,138,2,1,1,1.0,0.2
scientific-python/attach-next-milestone-action,4,2,1,1,1.0,0.2
scientific-python/invite-new-members-action,11,2,1,1,1.0,0.2
yt-project/libyt,735,2,1,1,1.0,0.2
networkx/nx_parallel,4,2,1,1,1.0,0.2
Blosc/Gaia,13,2,1,1,1.0,0.2
Open-MBEE/pmc-fdir,13,2,1,1,1.0,0.2
pangeo-data/mldata,3,2,1,1,1.0,0.2
ropensci/jstor,17,2,1,1,1.0,0.2
pybamm-team/pybamm-tea,96,2,1,1,1.0,0.2
fortran-lang/fortran-forum-article-template,11,2,1,1,1.0,0.2
arviz-devs/arviz-plots,282,2,1,1,1.0,0.2
tardis-sn/carsus-data-kurucz,3,2,1,1,1.0,0.2
tardis-sn/carsus-data-nist,70,2,1,1,1.0,0.2
arviz-devs/ArviZPyPlot.jl,4,2,1,1,1.0,0.2
openfheorg/openfhe-genomic-examples,2,2,1,1,1.0,0.2
dask/governance,2,2,1,1,1.0,0.2
WorldWideTelescope/wwt_kernel_data_relay,21,2,1,1,1.0,0.2
JuliaLang/devcontainer-templates,9,2,1,1,1.0,0.2
gnu-octave/prompt,36,2,1,1,1.0,0.2
Blosc/Btune-tutorial,9,2,1,1,1.0,0.2
MDAnalysis/pypi-deployment,31,2,1,1,1.0,0.2
pymc-devs/mcbackend,185,2,1,1,1.0,0.2
Blosc/blosc2_openhtj2k,6,2,1,1,1.0,0.2
dask/dask-glm,19,2,1,1,1.0,0.2
jupyter/schema,7,2,1,1,1.0,0.2
ropensci/ohun,26,2,1,1,1.0,0.2
holoviz/.github,13,2,1,1,1.0,0.2
SciML/Catalyst_PLOS_COMPBIO_2023,3,2,1,1,1.0,0.2
jupyter/docs,20,2,1,1,1.0,0.2
QuantEcon/QuantEcon.cheatsheet,16,2,1,1,1.0,0.2
zarr-developers/perfcapture,114,2,1,1,1.0,0.2
SciML/FunctionProperties.jl,86,2,1,1,1.0,0.2
lfortran/lfortran-conda-testing,86,2,1,1,1.0,0.2
matplotlib/CZI_2024-06_mpl,27,2,1,1,1.0,0.2
Blosc/bpubsub,36,2,1,1,1.0,0.2
napari/napari-release-tools,55,2,1,1,1.0,0.2
napari/dummy-test-plugin,42,2,1,1,1.0,0.2
JuliaLang/JuliaSyntaxHighlighting.jl,107,2,1,1,1.0,0.2
ropensci/eia,396,2,1,1,1.0,0.2
ropensci/fastMatMR,45,2,1,1,1.0,0.2
econ-ark/beyond-the-streetlight,21,2,1,1,1.0,0.2
astropy/community_management,7,2,1,1,1.0,0.2
scverse/prelude-runner,154,2,1,1,1.0,0.2
